sample_id,runtime_seconds,peak_gpu_memory_mb
open_sora::-i7R-fPF22c_6_108to292,19.09404468163848,443.46533203125
real::Y1UAh2rVzQ8_55_0to120,40.414219349622726,479.22314453125
open_sora::Y1UAh2rVzQ8_55_0to120,13.990388167090714,443.23095703125
real::cSujpyEO_1g_53_0to114,43.714557867497206,479.69287109375
open_sora::cSujpyEO_1g_53_0to114,20.44847407657653,443.4033203125
real::OmT-7Wp51fc_17_40to688,65.08866372983903,480.8642578125
open_sora::OmT-7Wp51fc_17_40to688,17.301496433094144,443.46533203125
real::kzDGAGz-EW8_200_61to188,37.96814642101526,479.69287109375
open_sora::kzDGAGz-EW8_200_61to188,15.247716631740332,443.23095703125
real::Q_KZpoxs7eY_34_0to138,45.518155300058424,479.69287109375
open_sora::Q_KZpoxs7eY_34_0to138,19.193895565345883,443.46533203125
real::WAkqEg1P-6k_41_84to283,52.07791840750724,479.69287109375
open_sora::WAkqEg1P-6k_41_84to283,17.485766492784023,443.23095703125
real::RFpJwdKwyjc_6_844to1110,52.634033447131515,479.45849609375
open_sora::RFpJwdKwyjc_6_844to1110,16.121349958702922,443.23095703125
real::qY3kJalwJCA_19_0to102,69.70799801405519,481.69287109375
open_sora::qY3kJalwJCA_19_0to102,21.213270651176572,443.4033203125
real::5t7wo8u5SRE_19_0to193,41.192286224104464,479.45849609375
open_sora::5t7wo8u5SRE_19_0to193,17.065799752250314,443.9345703125
real::itiCqbxMSX0_5_0to132,44.68782316893339,479.6923828125
open_sora::itiCqbxMSX0_5_0to132,18.016030989587307,443.69970703125
real::BqiSOb_Llh0_1_95to197,60.45179472863674,479.92724609375
open_sora::BqiSOb_Llh0_1_95to197,21.99099004175514,443.69970703125
real::h2nUg0Hx81s_322_0to118,40.624069871380925,479.45849609375
open_sora::h2nUg0Hx81s_322_0to118,14.849428042769432,443.23095703125
real::ZOlqY5QMisE_87_0to346,44.62432939466089,479.92724609375
open_sora::ZOlqY5QMisE_87_0to346,20.390921149402857,443.9345703125
real::PHuXNq3p3Lw_89_0to244,47.07993979752064,479.69287109375
open_sora::PHuXNq3p3Lw_89_0to244,18.661013794131577,443.46533203125
real::pR5j4IH86U0_88_0to253,48.35008609760553,479.69287109375
open_sora::pR5j4IH86U0_88_0to253,19.349050271324813,443.9345703125
real::1VUz8j8qb9c_190_52to157,34.971674798987806,479.22314453125
open_sora::1VUz8j8qb9c_190_52to157,13.802766487002373,443.23046875
real::PwVIrEiSVcE_7_21to175,42.43037924449891,479.45849609375
open_sora::PwVIrEiSVcE_7_21to175,14.856028776615858,443.23095703125
real::yqoUL6Mep4I_13_33to234,48.79592743050307,479.45849609375
open_sora::yqoUL6Mep4I_13_33to234,17.528551761060953,443.69970703125
real::hdFNkcvvy5c_92_0to109,40.25516316946596,479.69287109375
open_sora::hdFNkcvvy5c_92_0to109,16.85683637764305,443.4033203125
real::UUxXzjbZ4qE_44_0to131,41.087510181590915,479.45849609375
open_sora::UUxXzjbZ4qE_44_0to131,17.096004630438983,443.46533203125
real::WjHMdrqpx3o_20_40to145,68.59289129264653,483.10302734375
open_sora::WjHMdrqpx3o_20_40to145,21.382950426079333,446.1328125
real::0QotszIgZso_31_0to313,41.21615453436971,479.69287109375
open_sora::0QotszIgZso_31_0to313,14.533560873940587,443.23095703125
real::23i__Z-Hm9c_92_0to326,53.86558111105114,480.8642578125
open_sora::23i__Z-Hm9c_92_0to326,18.512997971847653,443.46533203125
real::7pdva1luF4A_8_58to405,66.42289759777486,483.79052734375
open_sora::7pdva1luF4A_8_58to405,19.11545885168016,443.69970703125
real::1c0W-iGw32Y_39_106to209,43.89093596301973,479.69287109375
open_sora::1c0W-iGw32Y_39_106to209,12.795902019366622,443.23046875
real::yxzqc321CF8_2_0to104,49.89202646072954,480.8642578125
open_sora::yxzqc321CF8_2_0to104,18.981024699285626,443.4033203125
real::jT3UZ4qI1ro_70_742to846,91.95083706080914,483.28857421875
open_sora::jT3UZ4qI1ro_70_742to846,28.801588035188615,445.50634765625
real::NxeoiCBphb8_45_0to173,47.41888940613717,479.69287109375
open_sora::NxeoiCBphb8_45_0to173,18.01113093458116,443.9345703125
real::cjp1xjOzJqY_10_0to135,39.576974626630545,479.4580078125
